rank	word	korean	tier
1154	resulta	~로 드러나다, 결과가 되다	Top1001-2000
1155	riesgo	위험, 리스크	Top1001-2000
1156	sacar	꺼내다, 빼다	Top1001-2000
1158	silencio	침묵, 조용함	Top1001-2000
1159	temporada	시즌, 계절	Top1001-2000
1160	terminar	끝내다, 마치다	Top1001-2000
1161	autoridades	당국, 권력	Top1001-2000
1162	comenzó	시작했다	Top1001-2000
1163	comercio	상업, 무역	Top1001-2000
1164	daño	피해, 상처	Top1001-2000
1165	elementos	요소들	Top1001-2000
1166	equipos	팀들, 장비들	Top1001-2000
1167	esfuerzo	노력	Top1001-2000
1168	f	f (알파벳 글자)	Top1001-2000
1169	fuentes	출처, 분수, 샘물	Top1001-2000
1170	gratis	무료의	Top1001-2000
1171	hacía	하고 있었다	Top1001-2000
1172	http	HTTP (프로토콜)	Top1001-2000
1173	internacionales	국제적인	Top1001-2000
1175	miembro	회원, 구성원	Top1001-2000
1176	murió	죽었다	Top1001-2000
1178	perdido	잃어버린, 길 잃은	Top1001-2000
1179	producto	제품, 상품	Top1001-2000
1182	salida	출구, 나감	Top1001-2000
1183	selección	선택, 대표팀	Top1001-2000
1184	sistemas	시스템, 체계	Top1001-2000
1185	tendrá	그는 가질 것이다	Top1001-2000
1186	teniendo	가지고 있는	Top1001-2000
1189	aquel	저것, 저	Top1001-2000
1192	contar	말하다, 세다	Top1001-2000
1193	crecimiento	성장, 증가	Top1001-2000
1194	despues	후에, 나중에	Top1001-2000
1195	excelente	훌륭한, 최고의	Top1001-2000
1196	función	기능, 공연	Top1001-2000
1197	independencia	독립	Top1001-2000
1198	intereses	이익, 관심	Top1001-2000
1200	llevó	가져갔다, 데려갔다	Top1001-2000
1202	salió	나갔다, 나왔다	Top1001-2000
1203	santo	성인, 거룩한	Top1001-2000
1204	tv	티비	Top1001-2000
1205	término	용어, 기한, 종료	Top1001-2000
1206	valores	가치들, 가격들	Top1001-2000
1207	verdadero	진짜의, 진실한	Top1001-2000
1209	voto	투표, 표	Top1001-2000
1210	corrupción	부패	Top1001-2000
1211	cruz	십자가	Top1001-2000
1212	dormir	자다	Top1001-2000
1213	esperanza	희망	Top1001-2000
1214	fiscal	검사, 재정의	Top1001-2000
1216	ido	간, 갔던	Top1001-2000
1217	incluye	포함하다 (3인칭 단수)	Top1001-2000
1218	john	존	Top1001-2000
1219	líder	지도자, 리더	Top1001-2000
1220	militares	군인, 군사적인	Top1001-2000
1221	nombres	이름들	Top1001-2000
1222	podrá	그는 할 수 있을 것이다	Top1001-2000
1223	propios	자기 자신의	Top1001-2000
1224	públicos	공공의, 대중의	Top1001-2000
1225	rato	잠시, 시간	Top1001-2000
1226	tales	그러한, ~같은	Top1001-2000
1227	tengan	가지다	Top1001-2000
1228	tratar	대하다, 다루다, 시도하다	Top1001-2000
1229	tribunal	법원, 재판소	Top1001-2000
1230	usuario	사용자	Top1001-2000
1231	ésta	이것, 이 여자	Top1001-2000
1232	acaba	끝내다, 방금 ~하다	Top1001-2000
1234	barrio	동네, 지역	Top1001-2000
1235	chico	소년, 남자아이	Top1001-2000
1237	comercial	상업적인, 광고	Top1001-2000
1238	copa	잔, 컵	Top1001-2000
1239	creen	그들이 믿다	Top1001-2000
1240	cuyo	그의, 누구의	Top1001-2000
1241	efectos	효과, 결과, 소지품	Top1001-2000
1242	elección	선택, 선거	Top1001-2000
1243	empezó	시작했다	Top1001-2000
1244	exterior	외부, 외관	Top1001-2000
1245	habitantes	주민들, 거주자들	Top1001-2000
1247	honor	명예, 영광	Top1001-2000
1248	instituciones	기관들, 제도들	Top1001-2000
1249	llamar	부르다, 전화하다	Top1001-2000
1250	mejorar	개선하다, 좋아지다	Top1001-2000
1251	miguel	미겔	Top1001-2000
1252	morir	죽다	Top1001-2000
1253	oficiales	공식의, 장교들	Top1001-2000
1255	pequeños	작은 것들, 작은	Top1001-2000
1256	podrían	그들이 할 수 있을 것이다	Top1001-2000
1258	tanta	그렇게 많은	Top1001-2000
1259	triste	슬픈	Top1001-2000
1260	alguno	어떤, 몇몇의	Top1001-2000
1262	david	데이비드	Top1001-2000
1263	debate	토론, 논쟁	Top1001-2000
1264	dieron	그들은 주었다	Top1001-2000
1265	diseño	디자인, 설계	Top1001-2000
1266	electoral	선거의	Top1001-2000
1267	hogar	집, 가정	Top1001-2000
1269	niña	여자 아이, 소녀	Top1001-2000
1270	películas	영화들	Top1001-2000
1271	quedan	그들은 남다	Top1001-2000
1272	recibir	받다	Top1001-2000
1274	similar	비슷한	Top1001-2000
1276	vienen	그들이 오다	Top1001-2000
1279	azul	파란, 파란색	Top1001-2000
1280	carne	고기, 살	Top1001-2000
1281	cumplir	이행하다, 완수하다	Top1001-2000
1282	dices	말하다	Top1001-2000
1283	discurso	연설, 담화	Top1001-2000
1285	entrevista	인터뷰, 면접	Top1001-2000
1286	españoles	스페인 사람들, 스페인의	Top1001-2000
1288	expresión	표현, 표정	Top1001-2000
1290	flores	꽃들	Top1001-2000
1292	garcía	가르시아 (성씨)	Top1001-2000
1294	inicio	시작, 시초	Top1001-2000
1295	juez	판사, 심판	Top1001-2000
1296	maestro	선생님, 대가	Top1001-2000
1298	materia	과목, 물질	Top1001-2000
1299	ninguno	아무도, 어느 것도 아닌	Top1001-2000
1300	oposición	반대, 야당	Top1001-2000
1301	registro	기록, 등록	Top1001-2000
1302	teatro	극장, 연극	Top1001-2000
1303	términos	용어, 조건	Top1001-2000
1305	asamblea	의회, 총회	Top1001-2000
1306	caja	상자, 박스	Top1001-2000
1307	canciones	노래들	Top1001-2000
1308	detalles	세부사항들	Top1001-2000
1309	dijeron	그들이 말했다	Top1001-2000
1310	empleo	직업, 고용	Top1001-2000
1311	enfermedad	병, 질병	Top1001-2000
1312	escena	장면, 현장	Top1001-2000
1313	estructura	구조	Top1001-2000
1314	fines	목적, 말	Top1001-2000
1315	g	g (알파벳 글자)	Top1001-2000
1316	golpe	타격, 한 방	Top1001-2000
1317	grado	등급, 학년, 정도	Top1001-2000
1318	hacemos	하다	Top1001-2000
1319	incluyendo	포함하여	Top1001-2000
1320	lleno	가득 찬	Top1001-2000
1321	lópez	로페스 (성씨)	Top1001-2000
1322	matrimonio	결혼, 부부	Top1001-2000
1323	misión	임무, 미션	Top1001-2000
1325	parecer	보이다, ~같다	Top1001-2000
1326	participar	참여하다	Top1001-2000
1327	peligro	위험	Top1001-2000
1328	pelo	머리카락, 털	Top1001-2000
1329	presión	압력, 스트레스	Top1001-2000
1330	sección	부서, 구역	Top1001-2000
1331	sos	너는 ~이다 (아르헨티나식), SOS	Top1001-2000
1332	tercera	세 번째의	Top1001-2000
1333	venir	오다	Top1001-2000
1335	amiga	여자 친구, 친구	Top1001-2000
1336	batalla	전투	Top1001-2000
1338	carácter	성격, 문자	Top1001-2000
1339	deberían	그들은 ~해야 한다	Top1001-2000
1340	distintos	서로 다른, 여러	Top1001-2000
1342	eh	어, 에	Top1001-2000
1343	estación	역, 계절	Top1001-2000
1344	evento	사건, 행사	Top1001-2000
1345	francés	프랑스어, 프랑스인	Top1001-2000
1346	gana	이기다, 얻다	Top1001-2000
1347	google	구글	Top1001-2000
1348	independiente	독립적인	Top1001-2000
1349	ingresos	수입, 소득	Top1001-2000
1350	intento	시도, 시도하다	Top1001-2000
1351	japón	일본	Top1001-2000
1354	ofrece	제공하다	Top1001-2000
1355	operación	수술, 작전	Top1001-2000
1356	papa	교황, 감자	Top1001-2000
1358	planta	식물, 층	Top1001-2000
1359	primeras	첫 번째의, 최초의	Top1001-2000
1360	públicas	공공의 (여성 복수형)	Top1001-2000
1361	sirve	쓸모있다, 봉사하다	Top1001-2000
1362	tantos	그렇게 많은	Top1001-2000
1363	teoría	이론	Top1001-2000
1364	volvió	돌아왔다	Top1001-2000
1366	características	특징들, 특성들	Top1001-2000
1367	compañeros	동료들, 짝들	Top1001-2000
1368	compra	구매, 산다	Top1001-2000
1369	concepto	개념	Top1001-2000
1370	dicha	해당, 앞서 말한 (여성형)	Top1001-2000
1371	diputados	의원들, 대의원들	Top1001-2000
1372	directo	직접적인	Top1001-2000
1373	distintas	서로 다른 (여성 복수형)	Top1001-2000
1374	documentos	문서들	Top1001-2000
1375	enorme	거대한, 엄청난	Top1001-2000
1376	exactamente	정확히	Top1001-2000
1377	festival	축제	Top1001-2000
1378	generales	일반적인, 장군들	Top1001-2000
1379	gobernador	주지사	Top1001-2000
1382	lograr	이루다, 달성하다	Top1001-2000
1383	matar	죽이다	Top1001-2000
1384	mismas	같은	Top1001-2000
1386	necesitan	그들이 필요로 하다	Top1001-2000
1387	ocurre	일어나다, 발생하다	Top1001-2000
1388	período	기간, 시기	Top1001-2000
1389	piel	피부, 가죽	Top1001-2000
1390	planes	계획들	Top1001-2000
1391	pocas	적다, 거의 없다	Top1001-2000
1392	principalmente	주로, 주요하게	Top1001-2000
1394	responsable	책임있는, 담당자	Top1001-2000
1395	rusia	러시아	Top1001-2000
1396	tamaño	크기, 사이즈	Top1001-2000
1398	afuera	밖에, 바깥	Top1001-2000
1399	alemania	독일	Top1001-2000
1400	blanca	흰, 흰색의	Top1001-2000
1401	clave	열쇠, 핵심	Top1001-2000
1402	comienza	시작하다	Top1001-2000
1404	considera	고려하다, 여기다	Top1001-2000
1405	crítica	비평, 비판	Top1001-2000
1406	dejado	남겨둔, 떠난	Top1001-2000
1407	demanda	수요, 소송	Top1001-2000
1408	dias	날들, 일수	Top1001-2000
1409	diversos	다양한, 여러	Top1001-2000
1410	ecuador	에콰도르	Top1001-2000
1411	escuelas	학교들	Top1001-2000
1412	estará	있을 것이다	Top1001-2000
1413	hagan	그들이 하다	Top1001-2000
1414	hará	할 것이다	Top1001-2000
1415	jugadores	선수, 플레이어	Top1001-2000
1417	ojo	눈	Top1001-2000
1418	personaje	인물, 캐릭터	Top1001-2000
1420	pobres	가난한 사람들, 불쌍한	Top1001-2000
1421	pro	찬성의, 프로	Top1001-2000
1423	recién	방금, 막	Top1001-2000
1424	reina	여왕	Top1001-2000
1425	representa	대표하다, 나타내다	Top1001-2000
1426	salvo	~을 제외하고, 안전한	Top1001-2000
1428	tercer	세 번째의	Top1001-2000
1429	tierras	땅, 토지	Top1001-2000
1430	tuvieron	그들은 가졌다	Top1001-2000
1431	velocidad	속도	Top1001-2000
1432	visión	시야, 비전	Top1001-2000
1433	áreas	지역, 분야들	Top1001-2000
1434	alcalde	시장	Top1001-2000
1435	altura	높이, 키	Top1001-2000
1436	anteriores	이전의, 앞선	Top1001-2000
1437	asuntos	문제들, 사건들	Top1001-2000
1438	candidato	후보자	Top1001-2000
1439	comentario	논평, 댓글	Top1001-2000
1440	competencia	경쟁, 능력	Top1001-2000
1441	crees	믿다, 생각하다	Top1001-2000
1442	debajo	아래, 밑에	Top1001-2000
1443	diversas	다양한 (여성 복수형)	Top1001-2000
1445	escribió	그는 썼다	Top1001-2000
1446	estan	있다	Top1001-2000
1447	estaría	있을 것이다	Top1001-2000
1448	estén	그들이 있다	Top1001-2000
1449	facultad	학부, 능력	Top1001-2000
1450	generación	세대, 발생	Top1001-2000
1451	gestión	경영, 관리	Top1001-2000
1452	hayan	했다	Top1001-2000
1453	lee	읽다	Top1001-2000
1454	menudo	자주, 작은	Top1001-2000
1455	presupuesto	예산	Top1001-2000
1456	querido	사랑하는, 여보	Top1001-2000
1459	supongo	추측하다	Top1001-2000
1460	trabaja	일하다	Top1001-2000
1461	usando	사용하고 있는	Top1001-2000
1462	videos	비디오, 동영상	Top1001-2000
1464	abrir	열다	Top1001-2000
1466	anda	걷다, 어서	Top1001-2000
1467	antiguo	오래되다, 옛날의	Top1001-2000
1469	carga	짐, 부담	Top1001-2000
1471	consumo	소비	Top1001-2000
1472	contexto	맥락, 문맥	Top1001-2000
1473	correo	우편, 메일	Top1001-2000
1474	culo	엉덩이	Top1001-2000
1475	cuya	그의, ~의 (관계대명사 여성형)	Top1001-2000
1476	das	너는 주다	Top1001-2000
1477	decisiones	결정들	Top1001-2000
1478	ejercicio	운동, 연습	Top1001-2000
1479	elegir	선택하다	Top1001-2000
1480	entra	들어오다	Top1001-2000
1481	figura	인물, 모습	Top1001-2000
1483	historias	이야기들, 역사	Top1001-2000
1484	jugador	선수	Top1001-2000
1485	menores	미성년자, 더 작은	Top1001-2000
1486	municipal	시의, 지방자치의	Top1001-2000
1487	naciones	국가들, 민족들	Top1001-2000
1488	necesitas	필요하다	Top1001-2000
1490	objeto	물체, 목적	Top1001-2000
1491	personajes	등장인물, 캐릭터	Top1001-2000
1492	pies	발들	Top1001-2000
1493	publicación	출판, 발행	Top1001-2000
1494	páginas	페이지들	Top1001-2000
1495	supone	가정하다, 추측하다	Top1001-2000
1496	tratamiento	치료, 대우	Top1001-2000
1497	villa	별장, 마을	Top1001-2000
1498	actos	행위, 행사	Top1001-2000
1500	ciencias	과학, 학문	Top1001-2000
1501	completa	완전하다, 가득 차다	Top1001-2000
1502	conciencia	양심, 의식	Top1001-2000
1503	cárcel	감옥, 교도소	Top1001-2000
1504	debes	해야 한다	Top1001-2000
1505	dejo	나는 놓아두다	Top1001-2000
1506	digital	디지털의	Top1001-2000
1507	distrito	구역, 지구	Top1001-2000
1508	familiar	가족의, 친숙한	Top1001-2000
1509	fundación	재단, 창립	Top1001-2000
1510	ganado	이긴, 얻은	Top1001-2000
1511	histórico	역사적인	Top1001-2000
1512	intención	의도	Top1001-2000
1513	junta	이사회, 회의	Top1001-2000
1515	llevan	가지고 간다, 입고 있다	Top1001-2000
1516	londres	런던	Top1001-2000
1517	máximo	최대의	Top1001-2000
1518	niveles	수준, 단계	Top1001-2000
1519	ocasiones	기회, 경우들	Top1001-2000
1520	parecen	그들은 ~처럼 보인다	Top1001-2000
1521	parís	파리	Top1001-2000
1523	pide	요청하다, 부탁하다	Top1001-2000
1524	piedra	돌	Top1001-2000
1525	podido	할 수 있었던	Top1001-2000
1526	privado	개인의, 사적인	Top1001-2000
1527	propósito	목적, 의도	Top1001-2000
1528	recordar	기억하다, 상기시키다	Top1001-2000
1530	rica	부유한, 맛있는	Top1001-2000
1531	secretario	비서, 장관	Top1001-2000
1532	sede	본부, 본거지	Top1001-2000
1533	soldados	군인들	Top1001-2000
1534	tomó	그는 잡았다, 마셨다	Top1001-2000
1535	técnica	기술	Top1001-2000
1537	autoridad	권위, 당국	Top1001-2000
1539	cadena	사슬, 체인	Top1001-2000
1540	capitán	대장, 선장, 대위	Top1001-2000
1541	centros	중심지, 센터들	Top1001-2000
1542	continuación	계속, 이어서	Top1001-2000
1543	delante	앞에	Top1001-2000
1544	europea	유럽의 (여성형)	Top1001-2000
1545	fernando	페르난도 (인명)	Top1001-2000
1546	fondos	자금, 기금	Top1001-2000
1548	humana	인간의	Top1001-2000
1549	influencia	영향, 영향력	Top1001-2000
1550	judicial	사법의	Top1001-2000
1551	lenguaje	언어, 말투	Top1001-2000
1552	literatura	문학	Top1001-2000
1553	mensajes	메시지들	Top1001-2000
1554	mexicano	멕시코의, 멕시코 사람	Top1001-2000
1555	naturales	자연의, 자연적인	Top1001-2000
1556	online	온라인	Top1001-2000
1557	propias	자신의, 고유한	Top1001-2000
1558	querer	원하다, 사랑하다	Top1001-2000
1559	recibió	받았다	Top1001-2000
1560	saludos	안부, 인사	Top1001-2000
1561	tantas	그렇게 많은	Top1001-2000
1562	actitud	태도	Top1001-2000
1564	búsqueda	수색, 탐색	Top1001-2000
1565	clara	명확하다, 밝다	Top1001-2000
1566	coche	자동차, 차	Top1001-2000
1567	corto	짧다	Top1001-2000
1569	documento	문서	Top1001-2000
1571	dudas	의심, 의문	Top1001-2000
1572	espíritu	영혼, 정신	Top1001-2000
1573	existencia	존재	Top1001-2000
1574	familiares	가족의, 친숙한, 가족들	Top1001-2000
1575	finales	결승, 끝	Top1001-2000
1576	frontera	국경	Top1001-2000
1577	funciones	기능들, 직무들	Top1001-2000
1578	hablan	그들은 말하다	Top1001-2000
1579	idioma	언어	Top1001-2000
1581	mirar	보다, 바라보다	Top1001-2000
1582	obstante	그럼에도 불구하고 (no obstante)	Top1001-2000
1583	operaciones	작전, 수술	Top1001-2000
1584	organizaciones	조직들, 기관들	Top1001-2000
1585	planeta	행성	Top1001-2000
1586	pobreza	빈곤, 가난	Top1001-2000
1587	quedar	남다, 머물다	Top1001-2000
1588	segundos	초, 두번째	Top1001-2000
1589	sexual	성적인	Top1001-2000
1590	super	최고의, 슈퍼	Top1001-2000
1591	tengas	네가 가지다	Top1001-2000
1592	tienda	가게, 상점	Top1001-2000
1593	unido	연합된, 결합된	Top1001-2000
1594	vacaciones	휴가, 방학	Top1001-2000
1595	vidas	삶들, 생명들	Top1001-2000
1596	viva	살아있는, 만세	Top1001-2000
1597	belleza	아름다움	Top1001-2000
1598	blog	블로그	Top1001-2000
1599	construir	짓다, 건설하다	Top1001-2000
1601	declaración	선언, 진술	Top1001-2000
1602	empleados	직원들, 고용인들	Top1001-2000
1603	estadounidense	미국의, 미국인	Top1001-2000
1604	estatal	국가의, 주의	Top1001-2000
1605	ganó	이겼다	Top1001-2000
1606	habia	있었다	Top1001-2000
1607	jajaja	ㅋㅋㅋ (웃음 의성어)	Top1001-2000
1608	jorge	호르헤 (인명)	Top1001-2000
1609	león	사자	Top1001-2000
1610	líneas	줄, 선	Top1001-2000
1612	números	숫자들	Top1001-2000
1614	pantalla	화면	Top1001-2000
1616	perfil	프로필, 옆모습	Top1001-2000
1617	periodo	기간, 시기	Top1001-2000
1619	pudiera	할 수 있다면	Top1001-2000
1620	tarea	과제, 숙제	Top1001-2000
1621	tendría	가질 것이다	Top1001-2000
1622	termina	끝나다, 끝내다	Top1001-2000
1623	tratado	조약, 대우받은	Top1001-2000
1624	uruguay	우루과이	Top1001-2000
1625	artista	예술가, 아티스트	Top1001-2000
1626	artistas	예술가들	Top1001-2000
1627	aspectos	측면, 양상들	Top1001-2000
1628	caer	떨어지다, 넘어지다	Top1001-2000
1629	compañero	동료, 친구	Top1001-2000
1630	comunidades	공동체, 지역사회들	Top1001-2000
1631	crédito	신용, 크레디트	Top1001-2000
1634	distribución	분배, 배급	Top1001-2000
1635	fuertes	강하다, 크다	Top1001-2000
1636	gas	가스, 기체	Top1001-2000
1637	grave	심각한	Top1001-2000
1639	identidad	정체성, 신분	Top1001-2000
1640	inteligencia	지능, 정보	Top1001-2000
1641	inversión	투자	Top1001-2000
1642	llena	가득 찬, 채우다	Top1001-2000
1646	pedido	주문, 요청	Top1001-2000
1647	pequeñas	작다	Top1001-2000
1649	profesionales	전문가들	Top1001-2000
1650	promedio	평균	Top1001-2000
1651	puertas	문들	Top1001-2000
1652	pérdida	손실, 상실	Top1001-2000
1653	quisiera	원하고 싶다	Top1001-2000
1654	recibido	받은	Top1001-2000
1655	resistencia	저항, 지구력	Top1001-2000
1656	seria	진지하다, ~일 것이다	Top1001-2000
1657	sánchez	산체스 (성씨)	Top1001-2000
1658	terreno	땅, 지형	Top1001-2000
1659	tratando	시도하고 있는	Top1001-2000
1660	valencia	발렌시아	Top1001-2000
1662	voluntad	의지	Top1001-2000
1663	votar	투표하다	Top1001-2000
