rank,word,pos,gender,ko,freq,cum_pct,region,cefr
599,سوى,,,"~외에, ~을 제외하고",,,Top1000,
600,قرار,,,결정,,,Top1000,
601,لكنه,,,하지만 그는,,,Top1000,
602,مكتب,,,"사무실, 책상",,,Top1000,
603,نسبة,,,"비율, 퍼센트",,,Top1000,
604,أحب,,,"사랑하다, 좋아하다",,,Top1000,
605,أهم,,,"더 중요한, 가장 중요한",,,Top1000,
606,الأشخاص,,,사람들,,,Top1000,
607,الأمم,,,"민족들, 국가들 (UN의 움마 복수)",,,Top1000,
608,الذى,,,~하는,,,Top1000,
609,الشخص,,,그 사람,,,Top1000,
610,الصين,,,중국,,,Top1000,
611,الفيديو,,,"비디오, 동영상",,,Top1000,
612,الكبير,,,"큰, 위대한",,,Top1000,
613,بشأن,,,~에 관하여,,,Top1000,
614,تركيا,,,터키,,,Top1000,
615,دخل,,,"들어갔다, 수입",,,Top1000,
616,مدى,,,"범위, 정도",,,Top1000,
617,نادي,,,"클럽, 동호회",,,Top1000,
618,وجه,,,얼굴,,,Top1000,
619,الأكثر,,,가장 많은,,,Top1000,
620,الأمريكي,,,미국인의,,,Top1000,
621,الاجتماعي,,,사회적인 (남성형),,,Top1000,
622,التى,,,~한 그,,,Top1000,
623,السلطة,,,"권력, 샐러드",,,Top1000,
624,العاصمة,,,수도,,,Top1000,
625,الفترة,,,"기간, 시기",,,Top1000,
626,النظر,,,"보기, 시선",,,Top1000,
627,الوزراء,,,장관들,,,Top1000,
628,بعدها,,,그 후에,,,Top1000,
629,تعد,,,"준비하다, 약속하다",,,Top1000,
630,حرب,,,전쟁,,,Top1000,
631,حساب,,,"계산, 계좌",,,Top1000,
632,شمال,,,"북쪽, 왼쪽",,,Top1000,
633,صالح,,,"선한, 적합한",,,Top1000,
634,كلها,,,그것 모두,,,Top1000,
635,نصف,,,절반,,,Top1000,
636,يأتي,,,오다,,,Top1000,
637,أربعة,,,넷,,,Top1000,
638,أعلم,,,알다,,,Top1000,
639,إنك,,,너는 정말,,,Top1000,
640,إنها,,,"그녀는, 그것은",,,Top1000,
641,الأيام,,,"날들, 일들",,,Top1000,
642,البحر,,,바다,,,Top1000,
643,الحركة,,,"움직임, 운동",,,Top1000,
644,السبب,,,이유,,,Top1000,
645,القديمة,,,오래된 (여성형),,,Top1000,
646,الليل,,,밤,,,Top1000,
647,الموسم,,,"계절, 시즌",,,Top1000,
648,الوطن,,,"조국, 고향",,,Top1000,
649,تريد,,,원하다,,,Top1000,
650,خمسة,,,"다섯, 오",,,Top1000,
651,دعم,,,"지원, 후원",,,Top1000,
652,عادة,,,"보통, 습관",,,Top1000,
653,عشرة,,,열 (10),,,Top1000,
654,فلسطين,,,팔레스타인,,,Top1000,
655,قدم,,,"발, 제공하다",,,Top1000,
656,كأس,,,"잔, 컵, 트로피",,,Top1000,
657,كي,,,~하기 위해,,,Top1000,
658,مواقع,,,"사이트들, 위치들",,,Top1000,
659,نفسها,,,그녀 자신,,,Top1000,
660,يريد,,,원하다,,,Top1000,
661,أغسطس,,,8월,,,Top1000,
662,البحرين,,,바레인,,,Top1000,
663,التواصل,,,"의사소통, 연결",,,Top1000,
664,الشخصية,,,"성격, 인격",,,Top1000,
665,اللي,,,~하는 것 (구어체 관계대명사),,,Top1000,
666,بدلا,,,대신에,,,Top1000,
667,تحمل,,,"견디다, 운반하다",,,Top1000,
668,تعتبر,,,"간주되다, 여겨지다",,,Top1000,
669,تنظيم,,,"조직, 편성, 규정",,,Top1000,
670,حكومة,,,정부,,,Top1000,
671,درجة,,,"정도, 등급",,,Top1000,
672,ساعات,,,시간들,,,Top1000,
673,صوت,,,"소리, 목소리",,,Top1000,
674,علاقة,,,관계,,,Top1000,
675,فعلا,,,"정말로, 실제로",,,Top1000,
676,قطر,,,카타르,,,Top1000,
677,كله,,,"전부, 모두",,,Top1000,
678,لجنة,,,위원회,,,Top1000,
679,لكي,,,~하기 위해,,,Top1000,
680,منظمة,,,"조직, 기구",,,Top1000,
681,هيئة,,,"기관, 조직, 모습",,,Top1000,
682,وحتى,,,그리고 ~까지,,,Top1000,
683,أبريل,,,4월,,,Top1000,
684,أصحاب,,,"친구들, 소유자들",,,Top1000,
685,أعلى,,,"가장 높은, 위로",,,Top1000,
686,إضافة,,,"추가, 더함",,,Top1000,
687,التالي,,,다음의,,,Top1000,
688,الجامعة,,,대학교,,,Top1000,
689,الجزء,,,부분,,,Top1000,
690,السابقة,,,이전의(여),,,Top1000,
691,الشمس,,,태양,,,Top1000,
692,الصور,,,사진들,,,Top1000,
693,الصورة,,,사진,,,Top1000,
694,الطفل,,,아이,,,Top1000,
695,العملية,,,"작전, 수술",,,Top1000,
696,الفريق,,,팀,,,Top1000,
697,الوحيد,,,유일한,,,Top1000,
698,الوضع,,,"상황, 상태",,,Top1000,
699,انها,,,"그녀는, 그것은",,,Top1000,
700,بالفعل,,,"정말로, 이미",,,Top1000,
701,بطريقة,,,어떤 방식으로,,,Top1000,
702,تقدم,,,"진보, 제공하다",,,Top1000,
703,حقيقة,,,"진실, 사실",,,Top1000,
704,خدمة,,,"서비스, 봉사",,,Top1000,
705,سواء,,,"~이든, 동등한",,,Top1000,
706,شكل,,,"형태, 모양",,,Top1000,
707,عين,,,"눈, 샘",,,Top1000,
708,وإذا,,,그리고 만약,,,Top1000,
709,وتم,,,그리고 이루어졌다 (접속사+동사),,,Top1000,
710,وعن,,,그리고 ~에 관하여 (접속사+전치사),,,Top1000,
711,أطفال,,,아이들,,,Top1000,
712,أفريقيا,,,아프리카,,,Top1000,
713,السوري,,,시리아의 (남성형),,,Top1000,
714,المجموعة,,,"그룹, 집합",,,Top1000,
715,المحلية,,,"지역의, 현지의 (여성형)",,,Top1000,
716,امرأة,,,여자,,,Top1000,
717,بأنها,,,그녀가 ~라고 (전치사+접속사+대명사),,,Top1000,
718,تحدث,,,"말하다, 일어나다",,,Top1000,
719,تقديم,,,"제출, 제공",,,Top1000,
720,جمال,,,아름다움,,,Top1000,
721,حسين,,,후세인 (남자 이름),,,Top1000,
722,حي,,,"살아있는, 동네",,,Top1000,
723,سلسلة,,,"사슬, 시리즈",,,Top1000,
724,فما,,,"그래서 무엇, 그러면",,,Top1000,
725,كرة,,,공,,,Top1000,
726,للغاية,,,"극도로, 매우",,,Top1000,
727,متى,,,언제,,,Top1000,
728,مشكلة,,,문제,,,Top1000,
729,معلومات,,,정보,,,Top1000,
730,نقل,,,"이동, 운반",,,Top1000,
731,وبين,,,그리고 ~사이에,,,Top1000,
732,يعلم,,,알다,,,Top1000,
733,ينبغي,,,해야 한다,,,Top1000,
734,0,,,0 (숫자),,,Top1000,
735,أعتقد,,,생각하다,,,Top1000,
736,الآخرين,,,다른 사람들,,,Top1000,
737,الدم,,,피,,,Top1000,
738,السورية,,,시리아의 (여성형),,,Top1000,
739,الصباح,,,아침,,,Top1000,
740,الصحة,,,"보건, 건강",,,Top1000,
741,الطاقة,,,"에너지, 힘",,,Top1000,
742,الطريقة,,,"방법, 방식",,,Top1000,
743,القرن,,,"세기, 뿔",,,Top1000,
744,القلب,,,"심장, 마음",,,Top1000,
745,سي,,,"씨(미스터, 호칭)",,,Top1000,
746,سيتم,,,~될 것이다 (수동 미래),,,Top1000,
747,صاحب,,,"주인, 친구",,,Top1000,
748,صحيفة,,,"신문, 지면",,,Top1000,
749,لمن,,,누구를 위한,,,Top1000,
750,ممكن,,,가능한,,,Top1000,
751,مناطق,,,"지역들, 구역들",,,Top1000,
752,مهمة,,,"임무, 중요한",,,Top1000,
753,يتعلق,,,관련되다,,,Top1000,
754,يوسف,,,"유수프 (요셉, 남자 이름)",,,Top1000,
755,http,,,http (프로토콜),,,Top1000,
756,الأسبوع,,,"주, 일주일",,,Top1000,
757,الثورة,,,혁명,,,Top1000,
758,الجزيرة,,,"섬, 알자지라",,,Top1000,
759,الحدود,,,"경계, 국경, 한계",,,Top1000,
760,الدوري,,,"리그, 정기적인",,,Top1000,
761,الغربية,,,"서쪽의, 서양의 (여성형)",,,Top1000,
762,الفرنسية,,,"프랑스어, 프랑스의",,,Top1000,
763,الماضية,,,"지난, 과거의",,,Top1000,
764,النوع,,,"종류, 유형",,,Top1000,
765,باستخدام,,,~을 사용하여,,,Top1000,
766,بني,,,"갈색의, 내 아들",,,Top1000,
767,ديسمبر,,,12월,,,Top1000,
768,عائلة,,,가족,,,Top1000,
769,لدينا,,,우리에게 있다,,,Top1000,
770,ليلة,,,밤,,,Top1000,
771,معك,,,너와 함께,,,Top1000,
772,معهم,,,그들과 함께,,,Top1000,
773,نيويورك,,,뉴욕,,,Top1000,
774,ولو,,,비록 ~일지라도,,,Top1000,
775,أشخاص,,,사람들,,,Top1000,
776,أننا,,,우리가 ~라는 것,,,Top1000,
777,أيها,,,"~여, ~야",,,Top1000,
778,إبراهيم,,,"이브라힘 (아브라함, 남자 이름)",,,Top1000,
779,الأخير,,,마지막의,,,Top1000,
780,الجمعة,,,금요일,,,Top1000,
781,المحكمة,,,법원,,,Top1000,
782,حقا,,,정말로,,,Top1000,
783,ذا,,,"이, 가진",,,Top1000,
784,شخصية,,,"성격, 인물",,,Top1000,
785,شركات,,,"회사들, 기업들",,,Top1000,
786,عضو,,,"회원, 구성원",,,Top1000,
787,عمان,,,"오만, 암만",,,Top1000,
788,عمليات,,,"작전들, 수술들",,,Top1000,
789,لاحقا,,,나중에,,,Top1000,
790,لديهم,,,그들에게 있다,,,Top1000,
791,مدرسة,,,학교,,,Top1000,
792,معنا,,,우리와 함께,,,Top1000,
793,ملك,,,"왕, 소유",,,Top1000,
794,ولن,,,그리고 결코 ~않을 것이다,,,Top1000,
795,أوروبا,,,유럽,,,Top1000,
796,إطلاق,,,"발사, 출시",,,Top1000,
797,إني,,,나는 정말로,,,Top1000,
798,الأشياء,,,것들,,,Top1000,
799,الأعلى,,,"가장 높은, 위",,,Top1000,
800,الإمارات,,,아랍에미리트,,,Top1000,
801,البداية,,,"시작, 처음",,,Top1000,
802,الحالة,,,"상태, 경우",,,Top1000,
803,الحالي,,,"현재의, 지금의",,,Top1000,
804,الدخول,,,"입장, 들어감",,,Top1000,
805,القرار,,,결정,,,Top1000,
806,القيام,,,"하기, 수행",,,Top1000,
807,الكريم,,,"관대한, 고귀한",,,Top1000,
808,الهند,,,인도,,,Top1000,
809,باب,,,문,,,Top1000,
810,تظهر,,,나타나다,,,Top1000,
811,حل,,,"해결, 해결책",,,Top1000,
812,داعش,,,"다에시 (IS, 이슬람국가)",,,Top1000,
813,سكان,,,"주민, 인구",,,Top1000,
814,سيارة,,,자동차,,,Top1000,
815,شبكة,,,"네트워크, 그물",,,Top1000,
816,عقد,,,"계약, 매듭",,,Top1000,
817,قضية,,,"사건, 문제",,,Top1000,
818,لذا,,,그래서,,,Top1000,
819,محمود,,,마흐무드 (남자 이름),,,Top1000,
820,معرفة,,,"앎, 지식",,,Top1000,
821,وسائل,,,"수단, 매체",,,Top1000,
822,يد,,,손,,,Top1000,
823,أعلنت,,,발표했다 (여성/1인칭),,,Top1000,
824,أولا,,,"첫째로, 우선",,,Top1000,
825,افضل,,,"더 낫다, 선호하다",,,Top1000,
826,الإعلام,,,"언론, 미디어",,,Top1000,
827,الإنترنت,,,인터넷,,,Top1000,
828,البرنامج,,,프로그램,,,Top1000,
829,الحزب,,,"당, 정당",,,Top1000,
830,الخليج,,,"걸프만, 만",,,Top1000,
831,الرحمن,,,자비로운 (알라의 이름),,,Top1000,
832,الرسمي,,,공식적인 (남성형),,,Top1000,
833,السجن,,,감옥,,,Top1000,
834,العلم,,,"학문, 깃발",,,Top1000,
835,القوة,,,"힘, 권력",,,Top1000,
836,المختلفة,,,"다양한, 서로 다른 (여성형)",,,Top1000,
837,باللغة,,,~어로 (전치사+언어),,,Top1000,
838,تستطيع,,,할 수 있다,,,Top1000,
839,تعالى,,,오라 (와),,,Top1000,
840,جهة,,,"방향, 쪽, 기관",,,Top1000,
841,شارك,,,참여했다,,,Top1000,
842,غزة,,,가자 (지역),,,Top1000,
843,فمن,,,그렇다면 누구,,,Top1000,
844,لعبة,,,"놀이, 게임",,,Top1000,
845,محاولة,,,시도,,,Top1000,
846,مرات,,,"번, 횟수",,,Top1000,
847,منزل,,,집,,,Top1000,
848,نقطة,,,"점, 지점",,,Top1000,
849,وغيرها,,,그리고 그 외 (접속사구),,,Top1000,
850,ونحن,,,그리고 우리는,,,Top1000,
851,يعود,,,돌아오다,,,Top1000,
852,أعلن,,,발표했다 (남성),,,Top1000,
853,أنني,,,내가 ~라는 것,,,Top1000,
854,أهمية,,,중요성,,,Top1000,
855,أين,,,어디,,,Top1000,
856,الانتخابات,,,선거,,,Top1000,
857,التالية,,,다음의 (여성형),,,Top1000,
858,الثالثة,,,세 번째(여),,,Top1000,
859,الجانب,,,"측면, 옆",,,Top1000,
860,الجنس,,,"성별, 성",,,Top1000,
861,الدكتور,,,"박사, 의사",,,Top1000,
862,القضية,,,"사건, 문제",,,Top1000,
863,المرة,,,"번, 회",,,Top1000,
864,المنزل,,,집,,,Top1000,
865,المواد,,,"재료들, 과목들",,,Top1000,
866,بينهم,,,그들 사이에,,,Top1000,
867,تبقى,,,"남다, 머물다",,,Top1000,
868,تعيش,,,살다,,,Top1000,
869,تغيير,,,"변화, 변경",,,Top1000,
870,تونس,,,튀니지,,,Top1000,
871,جعل,,,"만들다, ~하게 하다",,,Top1000,
872,جهاز,,,"장치, 기기",,,Top1000,
873,حياتي,,,내 삶,,,Top1000,
874,ذو,,,~을 가진 (소유자),,,Top1000,
875,رؤية,,,"봄, 시각",,,Top1000,
876,ريال,,,리얄 (화폐),,,Top1000,
877,ظل,,,"그림자, 계속 있다",,,Top1000,
878,عنك,,,너에 대해,,,Top1000,
879,فهم,,,"이해, 그래서 그들은",,,Top1000,
880,فهي,,,그래서 그녀는,,,Top1000,
881,لاعب,,,"선수, 플레이어",,,Top1000,
882,لديه,,,그에게 있다,,,Top1000,
883,مؤسسة,,,"기관, 재단",,,Top1000,
884,يستطيع,,,할 수 있다,,,Top1000,
885,يظهر,,,나타나다,,,Top1000,
886,الإسلامي,,,이슬람의 (남성형),,,Top1000,
887,الرئيسي,,,"주요한, 중심의",,,Top1000,
888,العليا,,,최고의 (여성),,,Top1000,
889,المثال,,,"예, 본보기",,,Top1000,
890,المشاركة,,,"참여, 참가",,,Top1000,
891,النوم,,,"잠, 수면",,,Top1000,
892,حاجة,,,"필요, 것",,,Top1000,
893,رد,,,"대답, 응답하다",,,Top1000,
894,ستة,,,여섯,,,Top1000,
895,سجل,,,"기록, 등록",,,Top1000,
896,عني,,,나에 대해,,,Top1000,
897,غدا,,,내일,,,Top1000,
898,كلا,,,"아니요, 둘 다",,,Top1000,
899,مش,,,~이 아닌 (구어체 부정사),,,Top1000,
900,معا,,,함께,,,Top1000,
901,معها,,,그녀와 함께,,,Top1000,
902,وصل,,,도착했다,,,Top1000,
903,أحيانا,,,"가끔, 때때로",,,Top1000,
904,أنحاء,,,"여러 지역, 곳곳",,,Top1000,
905,اسمه,,,그의 이름,,,Top1000,
906,الحال,,,"상태, 상황",,,Top1000,
907,الممكن,,,가능한,,,Top1000,
908,تحقيق,,,"조사, 달성",,,Top1000,
909,تمت,,,완료되었다,,,Top1000,
910,جيدا,,,"잘, 좋게",,,Top1000,
911,خمس,,,다섯,,,Top1000,
912,دار,,,"집, 돌았다",,,Top1000,
913,دقيقة,,,"분, 정확한",,,Top1000,
914,ستكون,,,~일 것이다 여성,,,Top1000,
915,سيدي,,,"주인님, 선생님",,,Top1000,
916,ظهر,,,"나타났다, 등",,,Top1000,
917,عبارة,,,"구절, 표현",,,Top1000,
918,عليكم,,,너희들에게,,,Top1000,
919,فرنسا,,,프랑스,,,Top1000,
920,كبيرا,,,큰,,,Top1000,
921,كثيرة,,,많은(여),,,Top1000,
922,لحظة,,,순간,,,Top1000,
923,لكنها,,,하지만 그녀는,,,Top1000,
924,مشاهدة,,,"보기, 시청",,,Top1000,
925,معي,,,나와 함께,,,Top1000,
926,هكذا,,,이렇게,,,Top1000,
927,ولكنه,,,하지만 그는,,,Top1000,
928,يجعل,,,~하게 만들다,,,Top1000,
929,يعيش,,,살다,,,Top1000,
930,أية,,,"어떤, 어느",,,Top1000,
931,الاتصال,,,"연락, 통화",,,Top1000,
932,الجزائر,,,알제리,,,Top1000,
933,الجمهورية,,,공화국,,,Top1000,
934,الرياض,,,리야드,,,Top1000,
935,الشركات,,,"회사들, 기업들",,,Top1000,
936,القادمة,,,"다가오는, 다음",,,Top1000,
937,الكلام,,,"말, 말하기",,,Top1000,
938,بخير,,,괜찮다,,,Top1000,
939,بعيد,,,"먼, 멀리",,,Top1000,
940,بعيدا,,,멀리,,,Top1000,
941,تستخدم,,,사용하다,,,Top1000,
942,جميلة,,,아름답다 여성,,,Top1000,
943,حماية,,,보호,,,Top1000,
944,د,,,박사 (약자),,,Top1000,
945,رأس,,,머리,,,Top1000,
946,طول,,,"길이, 키",,,Top1000,
947,لله,,,신을 위해,,,Top1000,
948,مدير,,,"매니저, 관리자",,,Top1000,
949,وراء,,,~뒤에,,,Top1000,
950,أدى,,,"이끌었다, 초래했다, 수행했다",,,Top1000,
951,البشر,,,"인간, 인류",,,Top1000,
952,البلد,,,"나라, 국가",,,Top1000,
953,الليلة,,,오늘 밤,,,Top1000,
954,المشروع,,,"프로젝트, 사업",,,Top1000,
955,المشكلة,,,문제,,,Top1000,
956,النهاية,,,"끝, 결말",,,Top1000,
957,بسرعة,,,빨리,,,Top1000,
958,تصل,,,도착하다,,,Top1000,
959,جيد,,,좋다,,,Top1000,
960,دمشق,,,다마스쿠스,,,Top1000,
961,سابقا,,,"이전에, 전에",,,Top1000,
962,عبدالله,,,압둘라 (남자 이름),,,Top1000,
963,قول,,,"말, 진술",,,Top1000,
964,لأنها,,,왜냐하면 그녀가,,,Top1000,
965,مساعدة,,,도움,,,Top1000,
966,هدف,,,"목표, 골",,,Top1000,
967,وهذه,,,그리고 이것 (여성),,,Top1000,
968,يزال,,,여전히,,,Top1000,
969,of,,,of (영어 전치사),,,Top1000,
970,إنشاء,,,"설립, 건설, 창설",,,Top1000,
971,الأساسية,,,"기본적인, 기초적인 (여성형)",,,Top1000,
972,البيانات,,,"데이터, 자료들",,,Top1000,
973,الخارج,,,"바깥, 외부",,,Top1000,
974,الخامس,,,다섯 번째,,,Top1000,
975,الخدمة,,,"서비스, 봉사",,,Top1000,
976,الخروج,,,"나감, 출구",,,Top1000,
977,السؤال,,,질문,,,Top1000,
978,السماء,,,하늘,,,Top1000,
979,الشرقية,,,"동쪽의, 동양의 (여성형)",,,Top1000,
980,الشعبية,,,"대중적인, 민중의 (여성형)",,,Top1000,
981,الصلاة,,,"기도, 예배",,,Top1000,
982,الفلسطينية,,,팔레스타인의 (여성형),,,Top1000,
983,القصة,,,이야기,,,Top1000,
984,النفس,,,"자아, 호흡",,,Top1000,
985,الهدف,,,"목표, 표적",,,Top1000,
986,بعضهم,,,그들 중 일부,,,Top1000,
987,حياتك,,,너의 삶,,,Top1000,
988,دخول,,,"입장, 들어가기",,,Top1000,
989,شرق,,,"동쪽, 동방",,,Top1000,
990,قيد,,,"제약, ~중인",,,Top1000,
991,للعمل,,,일을 위해,,,Top1000,
992,محافظة,,,"주, 도(행정구역), 보존",,,Top1000,
993,مصادر,,,"출처, 소식통",,,Top1000,
994,وكالة,,,"기관, 대행사",,,Top1000,
995,وهناك,,,그리고 거기에,,,Top1000,
996,يصل,,,도착하다,,,Top1000,
997,أخبار,,,"뉴스, 소식",,,Top1000,
998,أمي,,,"어머니, 엄마",,,Top1000,
999,أنواع,,,종류들,,,Top1000,
1000,الأردن,,,요르단,,,Top1000,
1001,الأوسط,,,"중간의, 중동의",,,Top2000,
1002,الإمام,,,이맘 (지도자),,,Top2000,
1003,الرابع,,,네 번째,,,Top2000,
1004,الزواج,,,결혼,,,Top2000,
1005,السودان,,,수단,,,Top2000,
1006,الشمالية,,,북쪽의 (여성형),,,Top2000,
1007,الصغير,,,"작은, 어린",,,Top2000,
1008,العائلة,,,가족,,,Top2000,
1009,العرض,,,"공연, 제안",,,Top2000,
1010,المساعدة,,,도움,,,Top2000,
1011,الهجوم,,,공격,,,Top2000,
1012,اليابان,,,일본,,,Top2000,
1013,بحق,,,"진짜, 정말",,,Top2000,
1014,تحديد,,,"결정, 지정",,,Top2000,
1015,خلف,,,뒤에,,,Top2000,
1016,دفع,,,"지불하다, 밀다",,,Top2000,
1017,دليل,,,"증거, 안내서",,,Top2000,
1018,رمضان,,,라마단,,,Top2000,
1019,شخصا,,,"사람, 인물",,,Top2000,
1020,طالب,,,"학생, 요구자",,,Top2000,
1021,عاد,,,그가 돌아왔다,,,Top2000,
1022,عما,,,무엇에 대해,,,Top2000,
1023,قرية,,,마을,,,Top2000,
1024,مصدر,,,"원천, 출처",,,Top2000,
1025,وان,,,그리고 ~하더라도,,,Top2000,
1026,وصلت,,,"내가 도착했다, 그녀가 도착했다",,,Top2000,
1027,ولاية,,,"주(州), 통치",,,Top2000,
1028,اخر,,,"다른, 또",,,Top2000,
1029,الأمير,,,왕자,,,Top2000,
1030,الاقتصادية,,,경제적인 (여성형),,,Top2000,
1031,الثقافة,,,문화,,,Top2000,
1032,الشعر,,,"머리카락, 시",,,Top2000,
1033,العودة,,,"돌아감, 귀환",,,Top2000,
1034,الكتب,,,책들,,,Top2000,
1035,المستقبل,,,미래,,,Top2000,
1036,الهاتف,,,전화기,,,Top2000,
1037,ايضا,,,"또한, 역시",,,Top2000,
1038,برامج,,,프로그램들,,,Top2000,
1039,تأثير,,,"영향, 효과",,,Top2000,
1040,تحتاج,,,필요하다,,,Top2000,
1041,جيدة,,,좋다 여성,,,Top2000,
1042,حدود,,,"경계, 한계",,,Top2000,
1043,دراسة,,,"연구, 학업, 공부",,,Top2000,
1044,رفع,,,"올리다, 들다",,,Top2000,
1045,صدر,,,"발표되었다, 가슴, 발간되다",,,Top2000,
1046,فلم,,,"영화, 그러므로 ~안 했다",,,Top2000,
